Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
de289f79-7d99-8fff-4d7d-0c3c14eb1e27,2016-11-18,,999-73-2388,,,,Ray930,Lueilwitz711,,,,white,nonhispanic,M,Mansfield  Massachusetts  US,852 Tromp Esplanade Suite 88,Worcester,Massachusetts,Worcester County,25027,01610,42.27252536076379,-71.8043415396806,1535.00,17567.57,28456
66adee84-6a77-ccdd-4055-b27be33c40ac,1967-09-14,,999-69-7803,S99928259,X72764980X,Mr.,Carmelo33,Lehner980,,,M,black,nonhispanic,M,Edgartown  Massachusetts  US,702 Pfannerstill Mission Unit 87,Newton,Massachusetts,Middlesex County,25017,02459,42.34052545271931,-71.23218717315847,93177.29,16975.45,42783
de56ed62-0fd3-9bd6-0f65-8fc78199af95,2005-04-09,,999-80-3901,S99920029,,Mr.,Will178,Hyatt152,,,,white,nonhispanic,M,Somerset  Massachusetts  US,804 Sipes Estate Suite 12,Chicopee,Massachusetts,Hampden County,25013,01022,42.17698355613497,-72.57661112134963,31345.07,5585.50,549515
cd39cf2b-5c83-061c-8c70-3b9436b9abd9,1949-06-22,,999-38-9171,S99991724,X31626372X,Mr.,Elijah719,Walsh511,,,M,white,nonhispanic,M,Boston  Massachusetts  US,723 Trantow Throughway,Norwell,Massachusetts,Plymouth County,,00000,42.117097185502644,-70.81586109125033,50211.50,186488.18,126722
6eed8667-cc62-85d6-a4c2-3d5c1042de8d,1958-02-25,,999-17-3131,S99925378,X73652951X,Mr.,Delmer311,Williamson769,,,D,white,nonhispanic,M,Medfield  Massachusetts  US,802 Torphy Park Unit 51,Hull,Massachusetts,Plymouth County,25023,02045,42.34380005358268,-70.88898910844938,123238.96,104248.55,134782
84057763-f99f-2988-240c-a0112804d0bc,1970-04-30,,999-29-8803,S99993875,X89330919X,Mrs.,Julieta402,Wuckert783,,Waters156,M,white,nonhispanic,F,Boston  Massachusetts  US,651 Kiehn Glen,Somerville,Massachusetts,Middlesex County,25017,02145,42.41274098982261,-71.16205831968956,567392.91,426165.12,48763
c6653303-4914-c48f-0dbc-c89836d10e4b,1993-10-17,,999-19-5871,S99918060,X85932462X,Mr.,Martín25,Flórez858,,,M,white,hispanic,M,Port-au-Prince  Haiti  HT,762 Morar Flat,Weymouth,Massachusetts,Norfolk County,25021,02189,42.22021129774853,-70.97782990262614,34037.88,0.00,107566
e9c6a5d9-e100-4b99-25e7-22c8219ee617,1993-03-14,,999-89-1141,S99945016,X64562645X,Ms.,Odessa199,Hodkiewicz467,,,S,white,nonhispanic,F,Swansea  Massachusetts  US,144 Corwin Drive Suite 5,Holyoke,Massachusetts,Hampden County,25013,01040,42.19360559596699,-72.64923768543046,119280.38,194295.84,34441
5d5ffcf3-196a-1ff9-9ff1-5b267285b7e6,2001-09-10,,999-12-9561,S99993048,X10477890X,Ms.,Krysta658,Abshire638,,,,white,nonhispanic,F,Worcester  Massachusetts  US,623 Wisozk Stravenue,Amherst,Massachusetts,Hampshire County,,00000,42.39893888999941,-72.53044828222352,6575.03,974835.58,15441
0bc42dc4-6e9a-5258-6ad9-72810496642b,1981-09-19,,999-99-8847,S99910889,X36303505X,Mr.,Leif534,Lynch190,,,M,white,nonhispanic,M,Easthampton  Massachusetts  US,495 Volkman Lane,Haverhill,Massachusetts,Essex County,25009,01830,42.78733826105441,-71.1314992865174,76742.55,2891.77,74623
c004800b-da09-9c09-9195-98ab7357734a,1985-09-12,,999-50-3830,S99943355,X11465442X,Mrs.,Silva841,Lesch175,,Renner328,M,white,nonhispanic,F,Middleton  Massachusetts  US,541 Littel Row Apt 44,Hopkinton,Massachusetts,Middlesex County,25017,01748,42.24068482841293,-71.54848997281034,1158251.11,596042.51,107097
58500c3f-9654-8400-7c10-f355ef166284,1941-05-08,,999-13-8331,S99932610,X13889765X,Mrs.,Ivory697,O'Kon634,,Haley279,M,black,nonhispanic,F,Boston  Massachusetts  US,461 Rogahn Divide,Nantucket,Massachusetts,Nantucket County,25019,02554,41.306368554017496,-70.06960638572878,366186.27,950717.55,30229
142df2dc-fb4c-964b-341a-fbacad0c5a3e,1965-07-02,,999-88-6282,S99946378,X18198084X,Mrs.,Patrina117,Trantow673,,Dicki44,M,asian,nonhispanic,F,Busan  Busan  KR,313 Rau Throughway,Arlington,Massachusetts,Middlesex County,25017,02476,42.45454513301042,-71.1201494085145,868375.60,440519.66,118508
0e3fbc54-9408-cb1d-1704-0682a9d2904e,1953-09-14,2021-09-27,999-36-1836,S99926729,X79813973X,Mr.,Stanford577,Brown30,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,473 Okuneva Dam,Pembroke,Massachusetts,Plymouth County,,00000,42.10035820892691,-70.83309358574515,200084.80,113553.60,65788
7eac2ca1-8c55-c7a0-c4d4-eabd7452e7ba,1999-10-31,,999-15-9973,S99963954,X35359594X,Ms.,Cammy883,Upton904,,,,white,nonhispanic,F,Canton  Massachusetts  US,947 Predovic Road,Marlborough,Massachusetts,Middlesex County,25017,01752,42.30478939011334,-71.5699113960222,12914.45,877296.05,25219
147be7d2-0c12-219b-6098-091b3350ee0e,1993-12-26,,999-33-7673,S99949548,X75978091X,Mr.,Aurelio227,Balistreri607,,,M,white,nonhispanic,M,Boston  Massachusetts  US,886 Bednar Flat Unit 89,Marshfield,Massachusetts,Plymouth County,25023,02050,42.15786801782481,-70.70612976972718,41497.58,461.85,119761
a6ea2a8d-1b9d-27e3-02f9-2f689e149dcf,1957-05-01,2019-12-25,999-29-1326,S99921786,X29326535X,Mrs.,Caitlin552,Johns824,,Friesen796,D,white,nonhispanic,F,Easton  Massachusetts  US,879 Veum Flat,Everett,Massachusetts,Middlesex County,25017,02149,42.439554297767074,-71.06020229683597,985333.74,407152.36,60746
541d4e96-c76d-af62-0c8e-26497f133335,1964-08-21,1999-02-27,999-16-2517,S99924243,X1492689X,Mr.,Ismael683,Rau926,,,S,asian,nonhispanic,M,Boston  Massachusetts  US,229 Grady Branch,Salem,Massachusetts,Essex County,25009,01970,42.525811928519595,-70.84821251383963,91835.42,78385.10,29219
1ebbc1de-b1f3-f3d8-bce0-39273a48c3a3,1965-02-14,,999-41-7473,S99959523,X68782297X,Ms.,Gertude950,Koelpin146,,,S,white,nonhispanic,F,Blackstone  Massachusetts  US,1013 Kris Viaduct,Pembroke,Massachusetts,Plymouth County,,00000,42.03217119551287,-70.8407573028369,580259.16,101326.51,73089
b6933489-46df-f18e-cb3a-31cc9ac588b7,1957-05-01,,999-95-1693,S99911506,X78487887X,Ms.,Misty404,Langworth352,,,S,white,nonhispanic,F,Boston  Massachusetts  US,438 Wehner Branch Unit 68,Everett,Massachusetts,Middlesex County,25017,02148,42.43493517255125,-71.10430243979764,557333.45,263406.00,60746
1ee80f20-8062-ec1f-f186-6deabf4d0742,1964-08-21,,999-51-6753,S99984970,X84511196X,Mr.,Luther918,Fay398,,,M,asian,nonhispanic,M,Worcester  Massachusetts  US,678 Kiehn Fork Unit 40,Salem,Massachusetts,Essex County,25009,01907,42.46167354733055,-70.90833767142477,167339.39,102998.80,29219
b9aadf20-1afe-9de5-eeb8-811764221ba0,1953-09-14,,999-79-8517,S99999264,X55820052X,Mr.,Bernie827,Rodriguez71,,,M,white,nonhispanic,M,Cohasset  Massachusetts  US,132 Purdy Neck Apt 27,Pembroke,Massachusetts,Plymouth County,,00000,42.036387231104506,-70.82335909279836,143551.73,13307.77,65788
a4cb13fa-e6ce-82a3-2411-4df8f06a451f,1994-10-26,,999-39-7307,S99991537,X61577505X,Mr.,Sammie902,Aufderhar910,,,M,white,nonhispanic,M,Boston  Massachusetts  US,561 Marvin Street Suite 63,Weston,Massachusetts,Middlesex County,,00000,42.32799302075829,-71.31353621951479,41632.99,18324.37,723278
3641ad5c-4997-af36-ceda-1d72578a3bc4,2002-10-30,,999-57-4619,S99956295,X21924879X,Mr.,Lyle846,Orn563,,,,white,nonhispanic,M,Vineyard Haven  Massachusetts  US,781 Steuber Crossroad,Lawrence,Massachusetts,Essex County,25009,01841,42.73857401901338,-71.16641615959824,4805.84,56036.85,21132
de06bde4-1cc2-9fa4-97b1-68afddef2726,2014-04-12,,999-29-5115,,,,Maricela194,Keebler762,,,,black,nonhispanic,F,Wenham  Massachusetts  US,510 Kub Track,Hingham,Massachusetts,Plymouth County,25023,02043,42.269085653443966,-70.89620145490618,17630.73,0.00,72885
2d5fb1b6-ba60-198e-7e24-65a40ab499d6,1946-11-07,,999-33-8864,S99944398,X86154237X,Mrs.,Suzy993,Okuneva707,,Kuphal363,M,white,nonhispanic,F,North Andover  Massachusetts  US,257 Farrell Knoll,Lawrence,Massachusetts,Essex County,25009,01841,42.74842466524653,-71.1713474071087,80174.84,2398718.01,21691
b6e8e336-8a8b-48d4-3d6b-f8c782761a9a,1971-01-06,2022-08-14,999-27-3665,S99911491,X82525418X,Mrs.,Avery919,Stokes453,,Gerlach374,M,white,nonhispanic,F,Arlington  Massachusetts  US,280 McCullough Arcade Unit 24,Lawrence,Massachusetts,Essex County,25009,01843,42.723958960438765,-71.18578556741511,375072.79,1140694.83,122807
88461643-2ebf-47bf-c3d5-b5bc77aaca94,1971-01-06,,999-86-8945,S99997269,X17263983X,Mrs.,Whitley172,Crona259,,Macejkovic424,M,white,nonhispanic,F,Medford  Massachusetts  US,985 Pagac Vista,Lawrence,Massachusetts,Essex County,25009,01843,42.73572422243188,-71.16049951381012,317128.41,869743.83,122807
